TradeId,Trade Date,Maturity,Counterparty,Description,Notional,InitialMargin,Attach,Detach
CDS0041656,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",MUR_Dec20_USD_100,5000000.0,0.0,,
CDS0041657,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",MWD_Dec20_USD_100,5000000.0,0.0,,
CDS0041658,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",NAVIECO_Dec20_USD_500,5000000.0,0.0,,
CDS0041659,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",NEALBE_Dec20_USD_500,5000000.0,0.0,,
CDS0041660,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",NEWEBRA_Dec20_USD_100,5000000.0,0.0,,
CDS0041661,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",OLN_Dec20_USD_100,5000000.0,0.0,,
CDS0041662,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",PBI_Dec20_USD_100,5000000.0,0.0,,
CDS0041663,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",PEUGOT_Dec20_EUR_500,4300000.0,0.0,,
CDS0041664,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",PHMG_Dec20_USD_500,5000000.0,0.0,,
CDS0041665,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",RDN_Dec20_USD_500,5000000.0,0.0,,
CDS0041666,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",RENAUL_Dec20_EUR_100,4300000.0,0.0,,
CDS0041667,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",RIG_Dec20_USD_100,5000000.0,0.0,,
CDS0041668,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ROLLS_Dec20_EUR_100,4300000.0,0.0,,
CDS0041669,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SHW_Dec20_USD_100,5000000.0,0.0,,
CDS0041670,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SKS_Dec20_USD_500,5000000.0,0.0,,
CDS0041671,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SPLS_Dec20_USD_500,5000000.0,0.0,,
CDO0041590,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",JPM_Bianca_Dec20_0-3,-15000000.0,0.0,0.0,0.03
CDO0041819,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",JPM_PulsarV2_Jun21_0-5,-25000000.0,0.13965,0.0,0.05
CDXTranche0041794,2019-01-16,20/12/2020 00:00:00,Goldman Sachs International,IG25_5Y_3-7,15000000.0,0.0,0.03,0.07
CDO0041782,2019-01-16,20/12/2020 00:00:00,"Citibank, N.A.",Citi_Bozeman_D20_11_15,50000000.0,0.0225,0.11,0.15
CDO0041781,2019-01-16,20/12/2020 00:00:00,"Citibank, N.A.",Citi_Montreal_D20_30_100,200000000.0,0.005,0.3,1.0
CDO0041818,2019-01-17,20/12/2020 00:00:00,Morgan Stanley,MS_D20_PearTree_5-15,50000000.0,0.02,0.15,1.0
CDXTranche0041816,2019-01-17,20/12/2023 00:00:00,Morgan Stanley,IG31_5Y_15-100,100000000.0,0.0,0.15,1.0
